LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-120.9388774,38.1171774,9839,OSPITAL RD,,,,,,,0f02e9d1404550e2
-120.945218,38.1138198,10040,OSPITAL RD,,,,,,,15acdd255c3e12bc
-120.9442522,38.1127023,10069,OSPITAL RD,,,,,,,0f64d7c75ac1c091
-120.9407943,38.1093276,10075,OSPITAL RD,,,,,,,29c4b9297ff5b0ab
-120.9365467,38.107681,10357,OSPITAL RD,,,,,,,e41e3e77e2073858
-120.9452495,38.1384452,8576,OSPITAL RD,,,,,,,331b2c525198385b
-120.9279092,38.1441176,7340,ADAMS RD,,,,,,,3587ebb9665fdbb3
-120.92833,38.1364607,7764,ADAMS RD,,,,,,,08e62dc6f0b8e89e
-120.9253892,38.1403519,7517,ADAMS AV,,,,,,,3ae5de7eda599756
-120.9248146,38.1407038,7517,ADAMS RD,,,,,,,b40984b3f101af0e
-120.9237906,38.1428134,7515,ADAMS RD,,,,,,,a2acf7868e88a3d2
-120.9243483,38.142804,7575,ADAMS AV,,,,,,,b449c92f1989dc58
-120.9077042,38.1334239,7091,WARREN RD,,,,,,,3db586b083beac70
-120.9087901,38.133332,7161,WARREN RD,,,,,,,430e2faf57881fe4
-120.9078822,38.130854,6949,WARREN RD,,,,,,,f12cc4c1f0c27623
-120.9110166,38.131871,7233,WARREN RD,,,,,,,f0f2538e21e5ea1e
-120.9129155,38.1331095,7335,WARREN RD,,,,,,,489e9a723c57ca21
-120.9100681,38.1366497,7258,WARREN RD,,,,,,,8670f3fb2a5ccad9
-120.9087425,38.1368544,7000,WARREN RD,,,,,,,6fbb22460f88ec8d
-120.9092724,38.1345434,7146,WARREN RD,,,,,,,63c44f977641b276
-120.9148322,38.1345804,7398,WARREN RD,,,,,,,dc70c3e17dc92eaf
-120.9155674,38.1324024,7409,WARREN RD,,,,,,,becb9009c821bead
-120.9144741,38.132218,7377,WARREN RD,,,,,,,2a32a12399fa85c8
-120.9166939,38.1348104,7488,WARREN RD,,,,,,,2b27320857c22e5c
-120.9162225,38.1327911,7443,WARREN RD,,,,,,,345bb3cf6ed48153
-120.9172006,38.1319199,7475,WARREN RD,,,,,,,220aed99dac2afc4
-120.9203622,38.136824,7652,WARREN RD,,,,,,,adc8eb89b9ec56f8
-120.9246068,38.1334333,8005,WARREN RD,,,,,,,85a6b421dca01ce3
-120.9259077,38.1326468,8039,WARREN RD,,,,,,,9e4b40f9fc5111d8
-120.9262071,38.1314147,8071,WARREN RD,,,,,,,af11a0a9cdc15da2
-120.9263182,38.1304169,8181,WARREN RD,,,,,,,1637278bd3155077
-120.9312273,38.1279007,8280,WARREN RD,,,,,,,65f8fbf106f91a51
-120.9286158,38.132531,8186,WARREN RD,,,,,,,3ed18bd7e1687bf1
-120.9305902,38.1314884,8160,WARREN RD,,,,,,,ffc8f5cb94d3b482
-120.9269186,38.1214727,8622,WARREN RD,,,,,,,1c1273650061ba42
-120.9260031,38.1191575,8893,WARREN RD,,,,,,,6adbbcfbd0fb648a
-120.9287492,38.1150439,9090,WARREN RD,,,,,,,7d616e74c5bcc502
-120.9252994,38.1150126,9093,WARREN RD,,,,,,,c2c17a5f1aaf966d
-120.9323959,38.1122569,9242,WARREN RD,,,,,,,6e2afadd5d4f5818
-120.9349283,38.109611,9392,WARREN RD,,,,,,,1ad944b161f813cb
-120.9285492,38.1084561,9442,WARREN RD,,,,,,,47beeb934cfaa51d
-120.9268178,38.1094154,9414,WARREN RD,,,,,,,b7c84d552b24ecef
-120.9234922,38.1060706,9642,WARREN RD,,,,,,,6b6d03c1283a5f6c
-120.9227677,38.1051126,9662,WARREN RD,,,,,,,794517b9682a8c40
-120.9233815,38.1039377,9680,WARREN RD,,,,,,,f897f43697466785
-120.8980711,38.1475302,5687,BURSON RD,,,,,,,5c08614867fe90c5
-120.9001608,38.1475428,5736,BURSON RD,,,,,,,80da3865a009a3cc
-120.9023159,38.144471,5828,BURSON RD,,,,,,,31ef6bacc779324a
-120.9005472,38.1412728,6148,BURSON RD,,,,,,,28c1324ddd702e17
-120.8978262,38.1388209,6245,BURSON RD,,,,,,,557893e3d9ee8bd9
-120.898227,38.1372963,6375,BURSON RD,,,,,,,0519daa8f5ab58ec
-120.8975046,38.1368243,6421,BURSON RD,,,,,,,e626a5c61e1aa6a2
-120.8991955,38.135904,6467,BURSON RD,,,,,,,a12d527db2c0352e
-120.8973378,38.1351323,6515,BURSON RD,,,,,,,5750e9333438b889
-120.8978747,38.1344564,6561,BURSON RD,,,,,,,412fe310dc3b9ed9
-120.8989774,38.1336741,6607,BURSON RD,,,,,,,04234e504be12644
-120.9034827,38.13279,6897,BURSON RD,,,,,,,a36b56128d451861
-120.9048886,38.1334715,7048,BURSON RD,,,,,,,4afcc157a057d829
-120.905617,38.1312901,7038,BURSON RD,,,,,,,28df78346fe25461
-120.9051519,38.1305089,7088,BURSON RD,,,,,,,a82f80e8f0a92f63
-120.9047782,38.1331363,7028,BURSON RD,,,,,,,83bb5da5f84a5b2f
-120.9049988,38.1295826,7142,BURSON RD,,,,,,,e96ff4031d26813f
-120.9012001,38.1283786,7127,BURSON RD,,,,,,,aec20243c74f0e42
-120.9069005,38.129331,7216,BURSON RD,,,,,,,d3d007e113f77532
-120.9041806,38.126922,7235,BURSON RD,,,,,,,e5673b3e0b5f8784
-120.9065001,38.1274191,7273,BURSON RD,,,,,,,f5cc1efb90c8d3be
-120.9077771,38.1286667,7308,BURSON RD,,,,,,,28c3a68df5e1af7f
-120.9103616,38.1239255,7542,BURSON RD,,,,,,,01e94c7490f689de
-120.907859,38.1255612,7611,BURSON RD,,,,,,,2dec36f708ee1561
-120.9100371,38.1225179,7594,BURSON RD,,,,,,,fc5fcd804874dfb2
-120.9078709,38.1214193,7697,BURSON RD,,,,,,,3f1a24713002ad98
-120.9105993,38.1199159,7746,BURSON RD,,,,,,,d5c05c82307470a0
-120.906837,38.1199048,7731,BURSON RD,,,,,,,30bd899524e73544
-120.9094704,38.1192297,7760,BURSON RD,,,,,,,ff497f75f289b98d
-120.9067162,38.1189922,7779,BURSON RD,,,,,,,ea1dc176451487bd
-120.9083392,38.1183721,7823,BURSON RD,,,,,,,f3276e39925a2a99
-120.9071669,38.1175669,7867,BURSON RD,,,,,,,f45c0faa44af10f9
-120.9066181,38.1168681,7907,BURSON RD,,,,,,,fa5b51b42473ce08
-120.9075353,38.116295,7949,BURSON RD,,,,,,,e603503f57e21141
-120.9083992,38.1145084,8031,BURSON RD,,,,,,,68e0a0a42ba105af
-120.8970857,38.1293805,7043,BURSON RD,,,,,,,e16570bca7f5f44c
-120.9208683,38.0851982,1401,LAWSON WY,,,,,,,9cd1261efc96c814
-120.9175652,38.0857289,1376,LAWSON WY,,,,,,,ec68cc815ec4e10c
-120.9183671,38.0843506,1350,LAWSON WY,,,,,,,f0063375aab163a9
-120.9187877,38.0834201,1300,LAWSON WY,,,,,,,1859aad42c4eca0d
-120.9199797,38.0842034,1323,LAWSON WY,,,,,,,cf2d6f67266153a4
-120.919256,38.0853467,1500,LAWSON WY,,,,,,,d0786e669be67e7f
-120.9203592,38.0864078,1499,LAWSON WY,,,,,,,5cb3c734b865c9e7
-120.923455,38.0845852,11291,SHELTON RD,,,,,,,eb402469c509d988
-120.9253056,38.084646,11231,SHELTON RD,,,,,,,b65a876a4ec8f182
-120.9248,38.0854047,11181,SHELTON RD,,,,,,,91e427d43d03c7e0
-120.9235029,38.0855326,11165,SHELTON RD,,,,,,,e1931463358a5cc6
-120.9251893,38.0861372,11133,SHELTON RD,,,,,,,de4c99b2fac16b0c
-120.9244861,38.0869216,11051,SHELTON RD,,,,,,,3df2e8cbed46c493
-120.9225486,38.0869692,11081,SHELTON RD,,,,,,,2656a9b87cece01f
-120.924345,38.0880357,11011,SHELTON RD,,,,,,,a267060bc51bb598
-120.9251026,38.0890348,10931,SHELTON RD,,,,,,,abe43b206450ed79
-120.923008,38.0898653,10872,SHELTON RD,,,,,,,008bdce2598c77f1
-120.9249934,38.0896916,10911,SHELTON RD,,,,,,,da96d03e95a98fc4
-120.9252431,38.0935243,10681,SHELTON RD,,,,,,,3b0a22a0d648ee35
-120.9250713,38.0941318,10631,SHELTON RD,,,,,,,bf5042db4d725d02
-120.9255376,38.0927032,10735,SHELTON RD,,,,,,,0c6b536a3943bce2
-120.9267026,38.0922559,10774,SHELTON RD,,,,,,,619ae54bf0359417
-120.9266628,38.0938952,10668,SHELTON RD,,,,,,,10b0380b62a1657f
-120.9323568,38.0900511,10888,SHELTON RD,,,,,,,6448b3a54cc446f0
-120.9290488,38.0907979,10826,SHELTON RD,,,,,,,db066bde7fe6f205
-120.9246613,38.0800142,11461,SHELTON RD,,,,,,,be886953885e7dbe
-120.9260707,38.0785302,11561,SHELTON RD,,,,,,,ef2947da187e0e68
-120.9270499,38.0790672,11601,SHELTON RD,,,,,,,33996efec0a009e3
-120.9292137,38.0806248,11636,SHELTON RD,,,,,,,fda474acf754524b
-120.9268661,38.0820211,11402,SHELTON RD,,,,,,,c0642f6b3cc124bc
-120.9198351,38.0870509,10895,SHELTON RD,,,,,,,a45e4557e763da53
-120.9256434,38.0959757,10511,SHELTON RD,,,,,,,abcd290e2412780d
-120.9258478,38.0952545,10561,SHELTON RD,,,,,,,30628e209cd943e8
-120.9267187,38.1008422,10058,SHELTON RD,,,,,,,8a17aca9a93b2604
-120.926954,38.0982752,45,STONE CORRAL CT,,,,,,,2ee42b19a644a1ab
-120.9289818,38.0987094,50,STONE CORRAL CT,,,,,,,65baae7c492233bd
-120.8849671,38.1206355,7438,HWY 26,,,,,,,e05b467b6d6699a6
-120.8821129,38.1206793,7368,HWY 26,,,,,,,b8611df70d53ac37
-120.8839107,38.1193214,7474,HWY 26,,,,,,,d892bb08fe796c0a
-120.8847289,38.1193371,7506,HWY 26,,,,,,,5b84f8b30658040f
-120.8855975,38.1189684,7594,HWY 26,,,,,,,6c640243fe4428b4
-120.8866877,38.1185747,7656,HWY 26,,,,,,,5ff91a4be1662e4b
-120.8859485,38.118751,7612,HWY 26,,,,,,,d76b6e2086b5d04b
-120.8882412,38.1183119,7752,HWY 26,,,,,,,5714125a7fddf521
-120.8872187,38.1168957,7707,HWY 26,,,,,,,7bd3973419887d45
-120.8869844,38.1146736,7777,HWY 26,,,,,,,a8d62cf50ca828f4
-120.8909706,38.1152265,7927,HWY 26,,,,,,,a84c114a751558b2
-120.8913345,38.1138668,7929,HWY 26,,,,,,,5eb487de17272f7f
-120.8948957,38.1161694,8082,HWY 26,,,,,,,c4a8e9ac39149027
-120.8945827,38.1154356,8049,HWY 26,,,,,,,6d0a64c29eec3624
-120.8926921,38.1133661,8009,HWY 26,,,,,,,fbd2b1c364478bdd
-120.8954203,38.1131651,8115,HWY 26,,,,,,,a12e6d3c3b5d8aac
-120.8953069,38.1166827,8116,HWY 26,,,,,,,32e9ef06096e5501
-120.8963984,38.1163079,8180,HWY 26,,,,,,,8e716f26588005cc
-120.8967761,38.1148351,8153,HWY 26,,,,,,,7ec3e895bca646b6
-120.8981805,38.1171894,8220,HWY 26,,,,,,,9b30fc81df0bf01c
-120.8977402,38.1142496,8189,HWY 26,,,,,,,8f3542ef06725e76
-120.8988612,38.1160298,8270,HWY 26,,,,,,,65e7244dabdb9428
-120.9016097,38.1146261,8383,HWY 26,,,,,,,059639938dcb15ea
-120.9011659,38.113544,8373,HWY 26,,,,,,,6fc8486073551c91
-120.8997858,38.112412,8369,HWY 26,,,,,,,9583af54c7fb0dbf
-120.8999073,38.1145067,8363,HWY 26,,,,,,,f6285cad26505103
-120.9057797,38.1141686,8701,HWY 26,,,,,,,473acf1705b511d7
-120.9050508,38.1128174,8699,HWY 26,,,,,,,7a6d3817640139a2
-120.9069613,38.1131508,8713,HWY 26,,,,,,,b13bc8abe71d074c
-120.9102567,38.1113887,160,HIDDEN LN,,,,,,,03e65c8959350b3d
-120.9089725,38.109827,9004,HWY 26,,,,,,,7e86e87be16fa30d
-120.911446,38.1051908,9236,HWY 26,,,,,,,178494ddd51e7fbd
-120.9118909,38.1043966,9441,HWY 26,,,,,,,923744759e88ef7a
-120.9179472,38.1051121,9738,HWY 26,,,,,,,6a5d36df159986ef
-120.9189103,38.1049166,9782,HWY 26,,,,,,,722528754fba6245
-120.9193212,38.1045712,9801,HWY 26,,,,,,,4758f5500402a457
-120.9203482,38.1037067,9801,HWY 26,,,,,,,c41b9257590f78bc
-120.9242827,38.1028955,10050,HWY 26,,,,,,,8227c7fcd82305b5
-120.9259601,38.1026225,10142,HWY 26,,,,,,,8a0a43111a6d282e
-120.9280837,38.1022472,10382,HWY 26,,,,,,,733edf811ca0f916
-120.9281596,38.1010394,10281,HWY 26,,,,,,,aac16953472c03a5
-120.9344567,38.0999829,10620,HWY 26,,,,,,,436f36d0045683af
-120.930729,38.0998424,10461,HWY 26,,,,,,,37490c0a21ed2866
-120.9370591,38.1043584,10760,HWY 26,,,,,,,948410d3a53f4cff
-120.8794966,38.1013175,7846,JENNY LIND RD,,,,,,,f13b154fc327cca2
-120.8811778,38.1042541,7550,JENNY LIND RD,,,,,,,dbde71c391715325
-120.8806458,38.1038881,7550,JENNY LIND APPR RD,,,,,,,47afb0bb1c539a14
-120.8804175,38.1112221,7210,JENNY LIND RD,,,,,,,61aa32a2134413bd
-120.8795265,38.1137367,6960,JENNY LIND APPR RD,,,,,,,6e09418c996760b0
-120.8792733,38.1193609,6500,JENNY LIND RD,,,,,,,add2083427563ec7
-120.8994503,38.149047,5718,SOUTHWORTH RD,,,,,,,4bec1a42788354e7
-120.9012045,38.149846,5778,SOUTHWORTH RD,,,,,,,5f6698c76440b445
-120.9026945,38.1496861,5858,SOUTHWORTH RD,,,,,,,d1a4618fe2e61ee3
-120.9005607,38.1511924,5728,SOUTHWORTH RD,,,,,,,bec697979d44753b
-120.8999415,38.1518052,5738,SOUTHWORTH RD,,,,,,,916746b88cf03e11
-120.9011348,38.1480287,5717,SOUTHWORTH RD,,,,,,,c660c290f88e4b88
-120.9017556,38.1511454,5852,SOUTHWORTH RD,,,,,,,97ce24af6cad2489
-120.9036916,38.1480508,5841,SOUTHWORTH RD,,,,,,,3e91bdf008879b27
-120.9026539,38.147894,5789,SOUTHWORTH RD,,,,,,,cc06eb5db192ec24
-120.9036126,38.1515061,5949,NOB HILL,,,,,,,40854d2ce1f2b58c
-120.9042402,38.1509391,5948,NOB HILL,,,,,,,a59b1b9c699f2d52
-120.9042014,38.1503133,5938,SOUTHWORTH RD,,,,,,,0caffcfe9e68ff6f
-120.905976,38.1494197,5994,SOUTHWORTH RD,,,,,,,36b0e820d38d964f
-120.9057242,38.1513627,5998,SOUTHWORTH RD,,,,,,,21121ff48783757d
-120.9064885,38.1490066,6000,SOUTHWORTH RD,,,,,,,eae1f7032525bf09
-120.9106466,38.1490313,6230,SOUTHWORTH RD,,,,,,,ee0ef5d902a35eb0
-120.9089535,38.1468658,6131,SOUTHWORTH RD,,,,,,,9db8450fc71ed7b8
-120.9098537,38.1473632,6185,SOUTHWORTH RD,,,,,,,87f5d9b50a1ae3ab
-120.9110675,38.148175,6261,SOUTHWORTH RD,,,,,,,1b6d01fe31f83068
-120.9117358,38.1494126,6270,SOUTHWORTH RD,,,,,,,cf79c989b71b534f
-120.9127101,38.1488211,6280,SOUTHWORTH RD,,,,,,,4372db1ffdf6e0ee
-120.9133801,38.1495952,6320,SOUTHWORTH RD,,,,,,,b4c9791d302d339a
-120.9142101,38.148095,6359,SOUTHWORTH RD,,,,,,,97bc665c5a298f3c
-120.9142869,38.1495711,6370,SOUTHWORTH RD,,,,,,,9f2a832b2dd1805f
-120.9151814,38.149514,6430,SOUTHWORTH RD,,,,,,,91e8891f4a54a2f3
-120.9071254,38.1483743,6007,SOUTHWORTH RD,,,,,,,a8a97a0d09d3b59d
-120.9165547,38.1476987,6457,SOUTHWORTH RD,,,,,,,99fff0d1842438aa
-120.919763,38.1491009,6620,PETTINGER RD,,,,,,,38dcec69f1de2a8d
-120.9211901,38.1489223,6734,SOUTHWORTH RD,,,,,,,3af0f09b946ba7f6
-120.9234588,38.1497827,6776,SOUTHWORTH RD,,,,,,,026566b2b9c79059
-120.9225442,38.1512819,6770,SOUTHWORTH RD,,,,,,,d9ed1e1255fca85c
-120.9236492,38.1490508,6808,SOUTHWORTH RD,,,,,,,3c88b2938afc057e
-120.9249568,38.1479582,6973,SOUTHWORTH RD,,,,,,,5700effc088bbdce
-120.9299262,38.1474042,7170,SOUTHWORTH RD,,,,,,,e46a067f8c484b77
-120.9302361,38.1462543,7181,SOUTHWORTH RD,,,,,,,96934b19cdf9d8ca
-120.9277797,38.1462086,7063,SOUTHWORTH RD,,,,,,,2a63bc00901d8d96
-120.932086,38.1483748,7252,SOUTHWORTH RD,,,,,,,ce2e0d9f3779061f
-120.932931,38.1476592,7365,SOUTHWORTH RD,,,,,,,1a0137dbec95f3ff
-120.9343453,38.1476616,7431,SOUTHWORTH RD,,,,,,,98d9f5ad64f459f9
-120.9408278,38.1487785,7720,SOUTHWORTH RD,,,,,,,9578c17f4e10398c
-120.9417823,38.1478131,7777,SOUTHWORTH RD,,,,,,,d2d9877af404e974
-120.9423312,38.148808,7824,SOUTHWORTH RD,,,,,,,be3609c4a728ad1e
-120.9465408,38.1489935,7992,SOUTHWORTH RD,,,,,,,b9363aa8bf6ea578
-120.9457397,38.1500056,7980,SOUTHWORTH RD,,,,,,,55c97c3783fef619
-120.9466218,38.1507812,7974,SOUTHWORTH RD,,,,,,,cde1b971ae1ce00a
-120.9484196,38.1531438,7942,SOUTHWORTH RD,,,,,,,20a121bbc1600359
-120.9460325,38.1522316,7958,SOUTHWORTH RD,,,,,,,7c5a62597f03e6c0
-120.9481671,38.1493214,8094,SOUTHWORTH RD,,,,,,,9e0ed77c336f28ca
-120.951103,38.1491525,8170,SOUTHWORTH RD,,,,,,,41eba67ed8973b68
-120.9525369,38.1488687,8220,SOUTHWORTH RD,,,,,,,8c0bc2c78c7f0138
-120.9529454,38.1497782,8444,SOUTHWORTH RD,,,,,,,a86e44609eb12f97
-120.9514237,38.1510577,8570,SOUTHWORTH RD,,,,,,,6fc8aa045023a90e
-120.9201739,38.1473114,6603,SOUTHWORTH RD,,,,,,,f1ed6c28c14448eb
-120.9533118,38.1470883,8323,SOUTHWORTH RD,,,,,,,f76c89ea4f3cd357
-120.8270894,38.1468736,3650,HOGAN DAM RD,,,,,,,fce0427aa2e5f9c6
-120.9114453,38.0681902,9600,SHELTON RD,,,,,,,19f53a081bd28adc
-120.7479944,37.9401878,6401,HWY 4,,,,,,,588ec7135828ab2f
-120.9508967,38.152707,8676,SOUTHWORTH RD,,,,,,,fa758f3b390864e7
-120.9498905,38.1524379,8688,SOUTHWORTH RD,,,,,,,eae5112087d89d43
-120.9535396,38.153185,8762,SOUTHWORTH RD,,,,,,,c4a17c96caf54c87
-120.9521721,38.1539496,8742,SOUTHWORTH RD,,,,,,,0cd4849a935bbfd5
-120.9523329,38.1552172,8774,SOUTHWORTH RD,,,,,,,f2c0a119d65f35ae
-120.9542076,38.1521465,8675,SOUTHWORTH RD,,,,,,,3c0e164b1fa1b489
-120.9496604,38.1545523,8822,SOUTHWORTH RD,,,,,,,43b626fcc443c9e5
-120.9549808,38.1571176,8973,SOUTHWORTH RD,,,,,,,e5e87cfd8b9ba858
-120.9533021,38.1583889,9060,SOUTHWORTH RD,,,,,,,630029257fc45f49
-120.9549604,38.1581655,9051,SOUTHWORTH RD,,,,,,,9488f17b85daace3
-120.9601013,38.1581185,9173,SOUTHWORTH RD,,,,,,,b45432013f005e14
-120.9570029,38.1610272,9255,SOUTHWORTH RD,,,,,,,42608b6123bb86c2
-120.956309,38.1617538,9339,SOUTHWORTH RD,,,,,,,91d97fafafef09d9
-120.9543956,38.1632714,9313,SOUTHWORTH RD,,,,,,,a3976d21b68c0891
-120.9569716,38.1632536,161,WHITE OWL DR,,,,,,,85368a1dff3ce968
-120.9552749,38.1639001,9398,SOUTHWORTH RD,,,,,,,307b2d50c45ebb76
-120.9604282,38.1678235,9605,SOUTHWORTH RD,,,,,,,d5deedb15cc8ba25
-120.9590031,38.1703681,9877,SOUTHWORTH RD,,,,,,,f96db94ec01b1474
-120.9594223,38.1709257,9915,SOUTHWORTH RD,,,,,,,8abdf6c3709adf7d
-120.9526263,38.16796,9550,SOUTHWORTH RD,,,,,,,9428687b9a2135b2
-120.9576936,38.1732182,10007,SOUTHWORTH RD,,,,,,,ab5066d47f18195a
-120.9563511,38.1733558,10114,SOUTHWORTH RD,,,,,,,db4efdbd5cbca770
-120.9580959,38.1736457,10067,SOUTHWORTH RD,,,,,,,9ad6097470f08886
-120.9583166,38.1752019,10183,SOUTHWORTH RD,,,,,,,9710058b3cfd0c3a
-120.9575388,38.176079,10228,SOUTHWORTH RD,,,,,,,56db5546319ddfae
-120.9588847,38.1772204,10333,SOUTHWORTH RD,,,,,,,2deaef48474c803d
-120.9564324,38.1774009,10230,WHALEN RD,,,,,,,b6a96520f7ad8cdd
-120.9593871,38.1761718,10257,SOUTHWORTH RD,,,,,,,85a0addb6090f32c
-120.9591695,38.1785084,10458,SOUTHWORTH RD,,,,,,,cdd707d3d7529634
-120.9599816,38.1779191,10419,SOUTHWORTH RD,,,,,,,b483bff62ecfeafe
-120.9583738,38.177913,10402,SOUTHWORTH RD,,,,,,,f3b3e2fe52048704
-120.9537598,38.1524033,8720,SOUTHWORTH RD,,,,,,,6487840bc26b9b3f
-120.9580264,38.1631598,255,WHITE OWL DR,,,,,,,f0020418a1b3fd3f
-120.9633596,38.1634935,450,WHITE OWL DR,,,,,,,6ebf6858d16c7144
-120.9636901,38.1643446,504,WHITE OWL DR,,,,,,,b9b3bbe7bc0f20ce
-120.9625515,38.1653702,556,WHITE OWL DR,,,,,,,860e939f379662df
-120.9624514,38.1658948,642,WHITE OWL DR,,,,,,,0e43bcaa31e46384
-120.9631644,38.1671369,692,WHITE OWL DR,,,,,,,1b554ca899f21992
-120.9633708,38.1682058,750,WHITE OWL DR,,,,,,,0db9170c1c2e466e
-120.9636561,38.1677439,750,WHITE OAK DR,,,,,,,2af17be3020298f7
-120.9620206,38.1686634,9888,QUESTO RD,,,,,,,1bdaa603b256d7f3
-120.9588022,38.16566,60,DAUNTE CT,,,,,,,fb14d02cd2721946
-120.9589019,38.1653446,55,DAUNTE CT,,,,,,,76b647e1d45c5033
-120.9581354,38.16518,50,DAUNTE CT,,,,,,,8db64a73616c5794
-120.9630941,38.1708843,10043,QUESTO RD,,,,,,,82256c402b53f3dc
-120.9619208,38.17085,9843,QUESTO RD,,,,,,,d049c73e02203786
-120.9650394,38.1781633,244,CREEKVIEW LN,,,,,,,ecbe476bdc028c36
-120.9634974,38.1785648,236,CREEKVIEW LN,,,,,,,e31eba3d479a83fe
-120.9636565,38.1801658,240,CREEKVIEW LN,,,,,,,7a20efb4e929a065
-120.96449,38.1797056,248,CREEKVIEW LN,,,,,,,af9602bab30e5db8
-120.961973,38.1784375,210,CREEKVIEW LN,,,,,,,e5df621b3ccae715
-120.9620326,38.1798755,208,CREEKVIEW LN,,,,,,,abb85a619a1ca1d5
-120.9712199,38.1805776,648,CREEKVIEW LN,,,,,,,ab4f276e38338bef
-120.968435,38.1790811,650,CREEKVIEW LN,,,,,,,32fe2ebc713f5aa4
-120.9661377,38.180652,6937,HWY 12,,,,,,,0c7600560ffc5a8d
-120.9546953,38.176775,10148,WHALEN RD,,,,,,,49f1d431a89b6a7e
-120.9563906,38.1757803,10191,WHALEN RD,,,,,,,a6570351878ba4e8
-120.9539946,38.1757422,10060,WHALEN RD,,,,,,,6dcc69fbd9bc8129
-120.9546666,38.174642,10059,WHALEN RD,,,,,,,384a31381b1a38b9
-120.9531853,38.1755354,10012,WHALEN RD,,,,,,,aa8b8f4ecf53c1d4
-120.9548512,38.1736034,10011,WHALEN RD,,,,,,,8b347b8f3694fbdf
-120.9533862,38.1739929,9973,WHALEN RD,,,,,,,d6d250b34b499d4c
-120.952354,38.1749599,9974,WHALEN RD,,,,,,,afdda9a73167205a
-120.9520474,38.174205,9938,WHALEN RD,,,,,,,fd97f2bd3231f139
-120.9532974,38.1722873,9937,WHALEN RD,,,,,,,6817d73ac4785df2
-120.9514828,38.1724619,9909,WHALEN RD,,,,,,,73d5e36f5eeb969e
-120.9505679,38.1724175,9839,WHALEN RD,,,,,,,65ee1b8fca35fee7
-120.9507149,38.1745021,9862,WHALEN RD,,,,,,,3937be71f969ed91
-120.9500403,38.173106,9806,WHALEN RD,,,,,,,e9a92a9225de2d1a
-120.9500079,38.1724449,9789,WHALEN RD,,,,,,,0be13a7cb9e5cbb8
-120.9489276,38.1734036,9762,WHALEN RD,,,,,,,e9175d4b804d6680
-120.948111,38.1736029,9710,WHALEN RD,,,,,,,e4967aec7646315d
-120.9474285,38.1733051,9670,WHALEN RD,,,,,,,63461cc3a4932885
-120.9458875,38.1718239,9619,WHALEN RD,,,,,,,229712b44f839c8a
-120.9465107,38.1724451,9639,WHALEN RD,,,,,,,7e6fe19d462fbeed
-120.9475291,38.1725813,9679,WHALEN RD,,,,,,,6c48c26ebe63e88e
-120.9486241,38.1714106,9719,WHALEN RD,,,,,,,c8015394ec6f82b6
-120.9500346,38.1706038,9749,WHALEN RD,,,,,,,7bc7556a2a888426
-120.9478098,38.1767129,6017,HWY 12,,,,,,,ccb3d257e0497669
-120.9466755,38.1767425,5999,HWY 12,,,,,,,65aec2560dec8b48
-120.944598,38.176817,5931,HASKELL ST,,,,,,,0459e43dca17568a
-120.9512277,38.1615198,9054,CLIFF CT,,,,,,,351a7f61e74c55f3
-120.9499528,38.1610027,9004,CLIFF CT,,,,,,,02cef3c8902c9814
-120.9509406,38.160639,9003,CLIFF CT,,,,,,,5f56cb27b6126e91
-120.9511845,38.159699,9023,CLIFF CT,,,,,,,da4a7e45283c84bf
-120.9520483,38.1593635,9051,CLIFF CT,,,,,,,c029046fb4cb8e6b
-120.9530053,38.1604029,9067,CLIFF CT,,,,,,,ab0f0c8acec4ad36
-120.9528442,38.1616032,9070,CLIFF CT,,,,,,,4b3ab57f529bf222
-120.9539325,38.1613749,9136,CLIFF CT,,,,,,,47ce37debc72c82a
-120.9538229,38.1608826,9135,CLIFF CT,,,,,,,d70d9bb408f6d2af
-120.951985,38.1574817,8844,WESTWOOD CT,,,,,,,2f5b66b0b1735d1b
-120.9520763,38.1567337,8843,WESTWOOD CT,,,,,,,8ea5a52f886471d0
-120.9534891,38.1565787,8933,WESTWOOD CT,,,,,,,0c739c43bf893079
-120.953273,38.1572003,8934,WESTWOOD CT,,,,,,,79bed93a3d3f1c82
-120.9507879,38.1545855,8806,SOUTHWORTH RD,,,,,,,98e17c634bb63a4a
-120.942835,38.149972,7687,OSPITAL CT,,,,,,,364b0611d3d0dfbd
-120.942137,38.1511406,7690,OSPITAL CT,,,,,,,7f232d31b2ef6e00
-120.9437761,38.1514202,7752,OSPITAL CT,,,,,,,1fdd9da433813001
-120.9407203,38.1510255,7656,OSPITAL CT,,,,,,,e75b5896fc726141
-120.9431517,38.1551336,7571,PITT RANCH CT,,,,,,,1ddb0c07ef009e50
-120.9421328,38.1545008,7546,PITT RANCH CT,,,,,,,6a58b9b8e7099244
-120.9412639,38.1537725,7555,PITT RANCH CT,,,,,,,3992ba17d802194a
-120.9415599,38.1530456,7556,PITT RANCH CT,,,,,,,be2483d5419a42b4
-120.9436694,38.153557,7572,PITT RANCH CT,,,,,,,c764f57834c9a51d
-120.9424456,38.1532539,7564,PITT RANCH CT,,,,,,,ed892d2da8d631cd
-120.9428987,38.157997,7407,STAGE STOP,,,,,,,2541abb3b2caa5d9
-120.9428958,38.1565865,7400,STAGE STOP,,,,,,,709617120e7e1698
